Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
0,0,31,0,405,2,0,5,2,1,2,25,18.315,0,0.5908064516129032
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,30,0,7203,115,369,40,2,1,1,25,1989.81,0,66.327
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0,15.069333333333333
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0,23.663999999999998
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1,1.3586538461538462
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,0,8.802586206896551
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1,10.395
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0,3.77037037037037
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,1,4.361785714285714
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,1,5.372413793103449
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0,1.8979310344827587
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,0,6.3125
0,0,29,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,29,0,0,0,0,0,4,1,1,45,0.0,0,0.0
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,0,29.992500000000003
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,0,53.940000000000005
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0,5.4046551724137935
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,0,5.274285714285715
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,0,28.731724137931035
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0,42.3765
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,0,3.6710526315789473
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0,0.9179999999999999
0,0,19,0,520,4,6,2,4,1,2,45,28.1,0,1.4789473684210528
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0,4.094444444444445
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,0,6.597777777777778
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,0,11.061818181818182
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,0,72.688
5,0,8,0,8627,159,58,37,4,1,1,45,364.65,0,45.58125
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,0,18.577777777777776
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,0,361.695
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,1,17.835
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,0,4.620487804878048
0,0,42,0,13,5,8,3,3,1,2,30,32.72,0,0.779047619047619
7,0,40,0,2148,60,360,23,3,1,1,30,1528.32,0,38.208
7,0,41,0,3893,66,2,34,1,1,1,15,228.745,0,5.579146341463415
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0,2.6846341463414634
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,0,6.6848780487804875
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,0,29.945365853658537
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0,23.431
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0,13.401951219512195
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,0,4.480975609756097
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0,6.349268292682926
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0,2.816585365853659
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,0,20.058536585365854
1,0,41,1,2790,27,484,7,3,1,1,30,2048.68,0,49.967804878048774
6,0,40,0,15180,182,151,29,2,1,1,25,1370.79,0,34.26975
0,0,40,1,6195,86,187,25,3,1,1,30,999.24,0,24.981
0,0,40,0,570,14,1,10,2,1,2,25,30.78,0,0.7695000000000001
0,0,41,0,405,14,14,7,3,1,2,30,72.76,0,1.7746341463414634
0,0,40,0,0,0,1,0,2,1,2,25,4.5,1,0.1125
0,0,40,0,7203,127,385,42,3,1,1,30,1833.2,0,45.83
4,0,40,1,11160,154,12,46,4,1,1,45,312.85,0,7.821250000000001
5,0,40,1,6413,75,109,36,2,1,1,25,782.46,0,19.561500000000002
20,0,36,0,650,47,17,16,3,1,2,30,95.88,1,2.663333333333333
18,0,39,8,10130,93,2,41,5,1,1,55,156.345,0,4.008846153846154
10,0,39,1,5513,98,27,23,2,1,1,25,373.995,1,9.589615384615385
0,0,37,0,2535,22,1,13,3,1,1,30,106.28,0,2.8724324324324324
6,1,38,0,2685,41,10,15,3,1,2,30,149.04,1,3.9221052631578943
6,0,39,0,1963,44,35,30,3,1,2,30,220.28,1,5.648205128205128
0,0,39,0,0,0,1,0,3,1,2,30,4.0,1,0.10256410256410256
0,0,39,0,1363,25,1,5,4,1,1,45,37.2,0,0.9538461538461539
0,0,36,1,6480,97,15,21,5,1,1,55,121.155,0,3.3654166666666665
0,0,39,0,323,7,10,3,4,1,2,45,33.25,1,0.8525641025641025
0,0,39,1,33,4,5,1,5,1,1,55,8.055,0,0.20653846153846153
22,0,34,3,15770,238,1,79,2,1,1,25,724.86,0,21.319411764705883
3,0,37,3,6660,116,272,32,2,2,1,25,1528.92,0,41.322162162162165
0,0,39,0,3413,82,3,27,3,1,1,30,151.8,0,3.8923076923076927
0,0,38,0,1360,44,39,19,3,1,2,30,212.16,0,5.583157894736842
3,0,39,0,2475,53,176,22,2,1,1,25,905.76,0,23.224615384615383
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,0,30.669
1,0,29,0,1263,39,31,67,4,1,1,45,110.05,0,3.7948275862068965
8,0,30,0,395,25,11,6,3,1,2,30,60.8,0,2.0266666666666664
0,0,29,0,520,10,22,2,4,1,2,45,68.25,0,2.353448275862069
7,0,28,0,920,32,20,12,2,1,1,25,132.84,0,4.744285714285715
0,0,28,0,2920,61,9,22,3,1,1,30,155.24,0,5.5442857142857145
0,0,21,0,1390,26,29,13,2,1,1,25,194.22,0,9.248571428571429
13,0,20,1,6087,141,86,41,2,2,1,25,667.26,0,33.363
9,0,18,0,8627,171,74,39,5,1,1,55,242.97,0,13.498333333333333
5,0,19,3,2547,45,32,18,3,1,1,30,231.68,0,12.193684210526316
0,0,12,1,4085,40,216,9,3,1,1,30,1029.0,0,85.75
0,0,12,1,1182,19,1,6,3,1,1,30,52.04,1,4.336666666666667
9,0,37,0,4775,76,23,15,2,1,1,25,321.795,0,8.697162162162163
1,0,38,0,723,10,8,2,2,1,2,25,68.985,0,1.8153947368421053
11,0,36,0,2858,65,360,22,2,1,1,25,1751.535,0,48.65375
11,0,37,0,4603,71,2,33,1,1,1,15,268.07,0,7.2451351351351345
4,0,37,0,2798,63,3,31,1,1,1,15,173.855,0,4.698783783783783
12,0,37,1,4180,87,33,26,3,1,1,30,302.68,0,8.180540540540541
5,0,37,0,2765,44,286,16,3,1,1,30,1256.36,0,33.95567567567567
14,0,36,2,9520,126,145,41,3,1,1,30,965.84,0,26.82888888888889
8,0,37,0,14178,174,1,42,3,1,1,30,578.08,0,15.623783783783784
8,0,37,1,4920,88,3,23,3,1,1,30,212.32,0,5.738378378378378
7,0,37,0,6323,100,8,10,2,1,1,25,325.035,0,8.78472972972973
10,0,37,0,2643,59,9,15,3,1,2,30,144.08,0,3.8940540540540542
26,1,37,3,15545,230,55,30,3,1,1,30,851.0,0,23.0
5,0,37,1,3500,32,484,6,3,1,1,30,2077.28,0,56.14270270270271
10,0,36,0,15890,187,151,28,2,1,1,25,1402.965,0,38.97125
4,0,36,1,6905,91,187,24,3,1,1,30,1027.84,0,28.55111111111111
1,0,36,0,1280,19,1,9,2,1,2,25,62.955,0,1.74875
3,0,37,0,1115,19,14,6,2,1,2,25,114.03,0,3.081891891891892
0,0,36,0,0,0,1,0,2,1,2,25,4.5,1,0.125
4,0,36,0,7913,132,385,41,2,1,1,25,2094.525,0,58.181250000000006
8,0,36,1,11870,159,12,45,3,1,1,30,529.16,0,14.698888888888888
9,0,36,1,7123,80,109,35,2,1,1,25,814.635,0,22.62875
24,0,32,0,1360,52,17,15,2,1,2,25,140.04,1,4.37625
22,0,35,8,10840,98,2,40,4,1,1,45,278.45,0,7.9557142857142855
14,0,35,1,6223,103,27,22,2,1,1,25,406.17,0,11.604857142857144
2,0,33,0,3245,27,1,12,3,1,1,30,134.88,0,4.087272727272727
10,0,34,0,3395,46,10,14,3,1,2,30,177.64,1,5.224705882352941
10,1,35,0,2673,49,35,29,3,1,2,30,248.88,1,7.110857142857142
1,0,35,0,538,7,1,1,3,1,2,30,25.8,1,0.7371428571428572
2,0,35,0,2073,30,1,4,3,1,1,30,88.12,0,2.517714285714286
4,0,32,1,7190,102,15,20,4,1,1,45,219.8,0,6.86875
1,0,35,0,1033,12,10,2,4,1,2,45,51.125,1,1.4607142857142856
1,0,35,1,743,9,5,1,5,1,1,55,18.78,0,0.5365714285714286
26,0,30,3,16480,243,1,78,2,1,1,25,757.035,0,25.2345
7,0,33,3,7370,121,272,31,2,2,1,25,1561.095,0,47.30590909090909
3,0,35,0,4123,87,3,26,2,1,1,25,202.95,0,5.798571428571428
4,0,34,0,2070,49,39,18,3,1,2,30,240.76,0,7.081176470588235
7,0,35,0,3185,58,176,21,2,1,1,25,937.935,0,26.798142857142857
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0,36.62480769230769
5,0,25,0,1973,44,31,66,4,1,1,45,127.925,0,5.117
12,0,26,0,1105,30,11,5,2,1,2,25,100.575,0,3.868269230769231
1,0,25,0,1230,15,22,1,4,1,2,45,86.125,0,3.445
11,0,24,0,1630,37,20,11,2,1,1,25,165.015,0,6.875624999999999
3,0,24,0,3630,66,9,21,3,1,1,30,183.84,0,7.66
3,0,17,0,2100,31,29,12,2,1,1,25,226.395,0,13.317352941176472
17,0,16,1,6797,146,86,40,1,2,1,15,854.865,0,53.4290625
13,0,14,0,9337,176,74,38,4,1,1,45,422.825,0,30.201785714285712
9,0,15,3,3257,50,32,17,3,1,1,30,260.28,0,17.351999999999997
3,0,8,1,4795,45,216,8,3,1,1,30,1057.6,0,132.2
4,0,8,1,1892,24,1,5,3,1,1,30,80.64,1,10.08
0,0,35,0,3355,54,0,15,2,1,1,25,153.405,0,4.383
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,34,0,1438,43,327,22,2,1,1,25,1538.145,0,45.239558823529414
0,0,35,0,3183,49,0,33,1,1,1,15,177.76,0,5.078857142857142
0,0,35,0,1378,41,0,31,1,1,1,15,78.045,0,2.229857142857143
0,0,35,0,2760,65,0,26,2,1,1,25,127.125,0,3.632142857142857
0,0,35,0,1345,22,253,16,3,1,1,30,1066.68,0,30.47657142857143
2,0,34,0,8100,104,112,41,3,1,1,30,776.16,0,22.828235294117647
0,0,35,0,12758,152,0,42,3,1,1,30,516.4,0,14.754285714285714
0,0,35,0,3500,66,0,23,3,1,1,30,142.64,0,4.075428571428571
0,0,35,0,4903,78,0,10,2,1,1,25,224.145,0,6.404142857142857
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,0,1.44
14,0,35,1,14125,208,22,30,2,1,1,25,743.985,0,21.256714285714285
0,0,35,0,2080,10,451,6,3,1,1,30,1887.6,0,53.93142857142857
0,0,34,0,14470,165,118,28,2,1,1,25,1189.575,0,34.987500000000004
0,0,34,0,5485,69,154,24,3,1,1,30,838.16,0,24.651764705882353
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,34,0,6493,110,352,41,2,1,1,25,1881.135,0,55.3275
0,0,34,0,10450,137,0,45,3,1,1,30,423.48,0,12.455294117647059
0,0,34,0,5703,58,76,35,2,1,1,25,601.245,0,17.683676470588235
0,1,30,0,0,0,0,0,2,1,2,25,0.0,1,0.0
10,0,33,6,9420,76,0,40,4,1,1,45,237.4,0,7.193939393939394
2,1,33,0,4803,81,0,22,2,1,1,25,219.78,1,6.66
0,0,31,0,1825,5,0,12,3,1,1,30,73.2,0,2.361290322580645
0,0,32,0,1975,24,0,14,2,1,2,25,89.955,1,2.81109375
0,0,33,0,1253,27,2,29,3,1,2,30,59.2,1,1.793939393939394
0,1,33,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,33,0,653,8,0,4,3,1,1,30,26.44,0,0.8012121212121213
0,0,30,0,5770,80,0,20,4,1,1,45,146.25,0,4.875
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0,0.0
14,0,28,1,15060,221,0,78,2,1,1,25,687.645,0,24.55875
0,0,31,1,5950,99,239,31,2,2,1,25,1347.705,0,43.47435483870967
0,0,33,0,2703,65,0,26,2,1,1,25,124.56,0,3.7745454545454544
0,0,32,0,650,27,6,18,3,1,2,30,51.08,0,1.59625
0,0,33,0,1765,36,143,21,2,1,1,25,724.545,0,21.95590909090909
0,0,24,0,300,19,161,9,2,2,1,25,738.855,0,30.785625
0,0,23,0,553,22,0,66,4,1,1,45,14.375,0,0.625
0,0,24,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,23,0,0,0,0,0,4,1,2,45,0.0,0,0.0
0,0,22,0,210,15,0,11,2,1,1,25,10.125,0,0.4602272727272727
0,0,22,0,2210,44,0,21,3,1,1,30,90.16,0,4.098181818181818
0,0,15,0,680,9,0,12,2,1,1,25,31.005,0,2.0669999999999997
5,0,14,0,5377,124,53,40,1,2,1,15,594.055,0,42.4325
1,0,12,0,7917,154,41,38,4,1,1,45,304.275,0,25.35625
0,0,13,1,1837,28,0,17,3,1,1,30,74.6,0,5.738461538461538
0,0,6,0,3375,23,183,8,3,1,1,30,867.92,0,144.65333333333334
0,0,6,0,472,2,0,5,2,1,1,25,21.33,1,3.5549999999999997
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,5.1625
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,48.08828571428571
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,6.039305555555555
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,3.2694444444444444
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,7.5575
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,33.208888888888886
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0,25.857142857142858
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,15.145555555555555
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,4.763333333333333
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,7.1274999999999995
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,2.312222222222222
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,21.948888888888888
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,56.01222222222222
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,38.12914285714286
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0,27.62857142857143
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0,0.7431428571428572
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,1.26625
0,1,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,57.888
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,13.380571428571429
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,21.319714285714287
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1,2.309516129032258
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,7.5125
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,1,9.933088235294118
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,3.18875
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,3.981818181818182
4,1,34,0,1963,38,27,29,3,1,2,30,188.04,1,5.530588235294117
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,1.6258823529411766
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,5.863709677419355
0,1,34,0,323,1,2,2,4,1,2,45,13.1,1,0.3852941176470588
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0,0.0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,24.830689655172414
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,46.6453125
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,4.617794117647058
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,5.452121212121212
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,25.573235294117648
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0,35.352
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0,3.7458333333333336
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,1.2852000000000001
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,2.004166666666667
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,4.198695652173913
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,5.3478260869565215
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,9.871875
11,0,15,0,6087,135,78,40,1,2,1,15,771.21,0,51.414
7,0,13,0,8627,165,66,38,4,1,1,45,384.8,0,29.6
3,0,14,2,2547,39,24,17,3,1,1,30,199.44,0,14.245714285714286
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,142.3942857142857
0,0,7,0,1182,13,0,5,2,1,1,25,53.775,1,7.682142857142857
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,5.1625
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,48.08828571428571
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,6.039305555555555
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,3.2694444444444444
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,7.5575
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,33.208888888888886
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0,25.857142857142858
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,15.145555555555555
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,4.763333333333333
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,7.1274999999999995
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,2.312222222222222
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,21.948888888888888
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,56.01222222222222
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,38.12914285714286
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0,27.62857142857143
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0,0.7431428571428572
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,1.26625
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,57.888
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,13.380571428571429
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,21.319714285714287
18,1,31,0,650,41,9,15,2,1,2,25,71.595,1,2.309516129032258
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,7.5125
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,1,9.933088235294118
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,3.18875
4,1,33,0,2685,35,2,14,2,1,2,25,131.4,1,3.981818181818182
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1,5.530588235294117
0,1,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,1.6258823529411766
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,5.863709677419355
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1,0.3852941176470588
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0,0.0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,24.830689655172414
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,46.6453125
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,4.617794117647058
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,5.452121212121212
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,25.573235294117648
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0,35.352
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0,3.7458333333333336
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,1.2852000000000001
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,2.004166666666667
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,4.198695652173913
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,5.3478260869565215
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,9.871875
11,0,15,0,6087,135,78,40,1,2,1,15,771.21,0,51.414
7,0,13,0,8627,165,66,38,4,1,1,45,384.8,0,29.6
3,0,14,2,2547,39,24,17,3,1,1,30,199.44,0,14.245714285714286
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,142.3942857142857
0,0,7,0,1182,13,0,5,2,1,1,25,53.775,1,7.682142857142857
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0,5.952
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0,1.984390243902439
15,0,39,1,2758,66,366,26,3,1,1,30,1576.96,0,40.434871794871796
15,0,40,1,4503,72,8,37,1,1,1,15,295.625,0,7.390625
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0,4.11975
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0,8.068000000000001
9,0,40,1,2665,45,292,20,3,1,1,30,1276.4,0,31.910000000000004
18,0,39,3,9420,127,151,45,3,1,1,30,985.88,0,25.27897435897436
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0,14.953
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0,5.809
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0,7.723999999999999
14,1,40,0,2543,60,15,19,3,1,2,30,164.12,0,4.103
30,0,40,4,15445,231,61,34,3,2,1,30,871.04,0,21.776
9,0,40,2,3400,33,490,10,3,1,1,30,2097.32,0,52.43300000000001
14,0,39,1,15790,188,157,32,2,1,1,25,1425.51,0,36.55153846153846
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0,26.86871794871795
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0,2.1923076923076925
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0,3.035
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1,1.1665384615384615
8,0,39,1,7813,133,391,45,3,1,1,30,1881.84,0,48.25230769230769
12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0,8.801282051282051
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0,21.466153846153844
28,0,35,0,1260,53,23,19,3,1,2,30,144.52,1,4.129142857142857
26,0,38,9,10740,99,8,44,5,1,1,55,174.585,0,4.594342105263158
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0,11.281973684210525
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0,4.303333333333333
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1,5.342702702702703
14,1,38,0,2573,50,41,33,4,1,2,45,168.075,1,4.423026315789474
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1,1.2063157894736842
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0,1.7789473684210524
8,0,35,2,7090,103,21,24,5,1,1,55,139.395,0,3.982714285714286
5,0,38,0,933,13,16,6,4,1,2,45,63.65,1,1.675
5,0,38,2,643,10,11,4,5,1,1,55,26.295,0,0.6919736842105264
30,0,33,4,16380,244,7,82,2,2,1,25,779.58,0,23.623636363636365
11,0,36,4,7270,122,278,35,3,2,1,30,1407.68,0,39.102222222222224
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0,5.274736842105263
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0,7.048648648648649
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0,25.27578947368421
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0,29.878620689655172
9,0,28,1,1873,45,37,70,5,1,1,55,84.27,0,3.009642857142857
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0,3.7737931034482757
5,0,28,0,1130,16,28,5,4,1,2,45,98.65,0,3.523214285714286
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0,6.946666666666666
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0,7.551111111111111
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0,11.064
21,0,19,2,6698,147,92,44,2,2,1,25,722.025,0,38.001315789473686
17,0,17,1,9238,177,80,42,5,1,1,55,261.225,0,15.366176470588236
13,0,18,4,3158,51,38,21,3,2,1,30,280.36,0,15.575555555555557
7,0,11,2,4695,46,222,12,3,1,1,30,1077.64,0,97.96727272727274
8,1,11,2,1793,25,7,9,3,1,1,30,100.72,1,9.156363636363636
16,0,42,2,4735,80,17,21,3,1,1,30,260.6,0,6.204761904761905
8,0,43,2,683,14,19,8,3,1,1,30,103.88,0,2.415813953488372
18,0,41,2,2818,69,371,28,3,1,1,30,1599.48,0,39.011707317073174
18,0,42,2,4563,75,13,39,1,1,1,15,326.59,0,7.77595238095238
11,0,42,2,2758,67,14,37,2,1,1,25,190.125,0,4.526785714285714
19,0,42,3,4140,91,44,32,3,1,1,30,345.24,0,8.22
12,0,42,2,2725,48,297,22,4,1,1,45,811.825,0,19.32916666666667
21,0,41,4,9480,130,156,47,3,1,1,30,1008.4,0,24.59512195121951
15,0,42,2,14138,178,12,48,3,1,1,30,620.64,0,14.777142857142858
15,0,42,3,4880,92,14,29,4,1,1,45,159.3,0,3.792857142857143
14,0,42,2,6283,104,19,16,3,1,1,30,331.48,0,7.892380952380953
17,0,42,2,2603,63,20,21,4,1,1,45,116.65,0,2.7773809523809527
33,0,42,5,15505,234,66,36,3,2,1,30,893.56,0,21.275238095238095
12,0,42,3,3460,36,495,12,4,1,1,45,1324.9,0,31.545238095238098
17,0,41,2,15850,191,162,34,2,1,1,25,1450.845,0,35.38646341463415
11,0,41,3,6865,95,198,30,3,1,1,30,1070.4,0,26.107317073170734
8,0,41,2,1240,23,12,15,2,1,1,25,110.835,0,2.703292682926829
10,0,42,2,1075,23,25,12,3,1,1,30,143.92,0,3.4266666666666663
8,0,41,2,365,9,12,4,3,1,1,30,62.96,1,1.535609756097561
11,0,41,2,7873,136,396,47,3,1,1,30,1904.36,0,46.44780487804878
15,0,41,3,11830,163,23,51,4,1,1,45,357.325,0,8.715243902439024
16,0,41,3,7083,84,120,41,2,1,1,25,862.515,0,21.036951219512193
31,1,37,2,1320,56,28,21,3,1,1,30,167.04,1,4.514594594594595
29,1,40,10,10800,102,13,46,5,2,1,55,183.03,0,4.57575
21,0,40,3,6183,107,38,28,3,1,1,30,403.6,0,10.09
9,0,38,2,3205,31,12,18,3,1,1,30,177.44,0,4.669473684210526
17,1,39,2,3355,50,21,20,3,1,1,30,220.2,1,5.646153846153846
17,0,40,2,2633,53,46,35,4,1,1,45,182.15,1,4.55375
8,0,40,2,498,11,12,6,3,1,1,30,68.36,1,1.709
9,0,40,2,2033,34,12,10,4,1,1,45,81.675,0,2.041875
11,0,37,3,7150,106,26,26,5,1,1,55,147.84,0,3.9956756756756757
8,1,40,2,993,16,21,8,4,1,1,45,77.725,1,1.9431249999999998
